"count","genus","species","subspecies"
"1","Rhodobium","marinum",""
"1","Acidovorax","facilis",""
"1","Paenibacillus","chondroitinus",""
"1","Asticcacaulis","biprosthecium",""
"1","Pseudomonas","viridiflava",""
"1","Sphingomonas","echinoides",""
"1","Paenibacillus","fonticola",""
"1","Pseudomonas","alcaliphila",""
"1","Legionella","pneumophila","pascullei"
"9","Citrobacter","freundii",""
"6","Pseudomonas","oleovorans","oleovorans"
"1","Pseudomonas","uvaldensis",""
"1","Microbulbifer","elongatus",""
"1","Bacillus","galactosidilyticus",""
"1","Arthrobacter","citreus",""
"1","Arthrobacter","pascens",""
"1","Bacteroides","massiliensis",""
"1","Helcobacillus","massiliensis",""
"1","Enterococcus","camelliae",""
"1","Nocardia","carnea",""
"40","Chryseobacterium","indologenes",""
"1","Legionella","londiniensis",""
"2","Streptomyces","netropsis",""
"18","Empedobacter","brevis",""
"1","Flavobacterium","algicola",""
"1","Phenylobacterium","composti",""
"1","Pseudomonas","pertucinogena",""
"1","Rathayibacter","iranicus",""
"1","Paenibacillus","cineris",""
"1","Roseomonas","lacus",""
"1","Bifidobacterium","catenulatum","catenulatum"
"1","Paenibacillus","nematophilus",""
"1","Aerococcus","suis",""
"1","Oceanimonas","baumannii",""
"1","Nocardioides","zeicaulis",""
"1","Liquorilactobacillus","oeni",""
"1","Microbacterium","resistens",""
"1","Pseudoxanthomonas","koreensis",""
"1","Corynebacterium","efficiens",""
"7","Klebsiella","variicola","variicola"
"1","Streptococcus","anginosus","anginosus"
"1","Thauera","mechernischensis",""
"1","Nicoletella","semolina",""
"1","Flavobacterium","succinicans",""
"8","Clostridium","sporogenes",""
"1","Bifidobacterium","lactis",""
"1","Ruania","albidiflava",""
"2","Veillonella","denticariosi",""
"1","Marinospirillum","minutulum",""
"1","Mycolicibacterium","neworleansense",""
"1","Limnohabitans","parvus",""
"1","Actinomadura","catellatispora",""
"1","Bacillus","pseudoalcaliphilus",""
"1","Leptotrichia","goodfellowii",""
"2","Fusobacterium","nucleatum","fusiforme"
"2","Streptococcus","intermedius",""
"1","Grimontia","hollisae",""
"3","Bartonella","australis",""
"1","Falsibacillus","pallidus",""
"1","Cesiribacter","andamanensis",""
"1","Streptomyces","axinellae",""
"1","Agarivorans","albus",""
"6","Streptococcus","mitis",""
"1","Mesorhizobium","plurifarium",""
"1","Pseudomonas","extremoaustralis",""
"1","Schaalia","odontolytica",""
"1","Leptospira","Uncertain",""
"1","Nocardia","vaccinii",""
"1","Leptospira","congkakensis",""
"1","Pseudomonas","alginovora",""
"1","Burkholderia","dolosa",""
"6","Streptococcus","equi","zooepidemicus"
"1","Arthrobacter","cupressi",""
"1","Providencia","heimbachae",""
"1","Vibrio","cortegadensis",""
"1","Cellulomonas","denverensis",""
"1","Novosphingobium","stygium",""
"1","Shewanella","livingstonensis",""
"1","Arthrobacter","cryoconiti",""
"1","Leptospira","genomospecies",""
"1","Loktanella","agnita",""
"1","Rhizobium","endophyticum",""
"1","Aromatoleum","tolulyticus",""
"1","Geobacillus","toebii",""
"1","Mycobacterium","manitobense",""
"1","Vibrio","superstes",""
"1","Prevotella","nigrescens",""
"1","Piscibacillus","salipiscarius",""
"1","Oceanobacillus","chironomi",""
"1","Vibrio","pacinii",""
"5","Serratia","fonticola",""
"2","Microbacterium","binotii",""
"1","Arthrobacter","stackebrandtii",""
"2","Photobacterium","damselae","piscicida"
"5","Paenibacillus","macerans",""
"120","Corynebacterium","diphtheriae",""
"1","Pseudomonas","caricapapayae",""
"1","Alkalibacillus","salilacus",""
"1","Pasteurella","SP","group"
"8","Psychrobacter","immobilis",""
"1","Mycolicibacterium","obuense",""
"1","Ligilactobacillus","agilis",""
"1","Maricaulis","parjimensis",""
"1","Lentilactobacillus","sunkii",""
"3","Mycolicibacterium","mucogenicum",""
"4","Lentilactobacillus","parabuchneri",""
"1","Thauera","linaloolentis",""
"4","Elizabethkingia","anophelis",""
"2","Staphylococcus","sciuri",""
"1","Yersinia","similis",""
"2","Zymomonas","mobilis","mobilis"
"1","Vibrio","brasiliensis",""
"1","Paenibacillus","ehimensis",""
"1","Paenibacillus","phyllosphaerae",""
"1","Sphingomonas","aquatilis",""
"1","Brevundimonas","abyssalis",""
"1","Pseudomonas","floridensis",""
"5","Citrobacter","amalonaticus",""
"1","Chromohalobacter","sarecensis",""
"1","Photorhabdus","luminescens",""
"1","Halomonas","desiderata",""
"1","Brochothrix","campestris",""
"2","Schaalia","hyovaginalis",""
"1","Mycobacteroides","abscessus","bolletii"
"4","Lactobacillus","paraplantarum",""
"1","Leptospira","koniamboensis",""
"1","Bacillus","pacificus",""
"4","Bartonella","bacilliformis",""
"1","Cellulomonas","humilata",""
"1","Dermacoccus","abyssi",""
"2","Chryseobacterium","koreense",""
"9","Corynebacterium","pseudotuberculosis",""
"1","Halomonas","maura",""
"1","Azohydromonas","lata",""
"1","Metakosakonia","massiliensis",""
"1","Shewanella","canadensis",""
"1","Mycobacterium","saskatchewanense",""
"1","Vibrio","cyclitrophicus",""
"1","Nesterenkonia","lutea",""
"1","Promicromonospora","aerolata",""
"1","Cytophaga","hutchinsonii",""
"1","Acinetobacter","venetianus",""
"1","Sanguibacter","keddieii",""
"1","Bhargavaea","ullalensis",""
"1","Nocardioides","zeae",""
"4","Moraxella","lincolnii",""
"1","Xinfangfangia","humi",""
"1","Streptomyces","abikoensis",""
"3","Macrococcus","carouselicus",""
"1","Paenarthrobacter","ureafaciens",""
"1","Natronococcus","amylolyticus",""
"1","Levilactobacillus","acidifarinae",""
"1","Sphingosinicella","microcystinivorans",""
"1","Streptococcus","ferus",""
"1","Gordonia","aichiensis",""
"2","Algicola","bacteriolytica",""
"1","Pseudomonas","antarctica",""
"1","Brevundimonas","nasdae",""
"2","Fructilactobacillus","sanfranciscensis",""
"1","Microbacterium","ulmi",""
"1","Burkholderia","lata",""
"31","Shigella","boydii",""
"1","Lysinibacillus","boronitolerans",""
"1","Bacillus","qingdaonensis",""
"1","Niabella","hirudinis",""
"1","Clostridium","cadaveris",""
"1","Streptomyces","niveus",""
"1","Microbacterium","arabinogalactanolyticum",""
"3","Pasteurella","canis",""
"1","Lactobacillus","hominis",""
"4","Xanthobacter","autotrophicus",""
"1","Haloarcula","argentinensis",""
"1","Actinomadura","meyerae",""
"1","Shewanella","hanedai",""
"1","Rhodobacter","capsulatus",""
"1","Clostridium","celatum",""
"1","Kribbella","jejuensis",""
"1","Subsaximicrobium","saxinquilinus",""
"1","Burkholderia","novacaledonica",""
"1","Schaalia","vaccimaxillae",""
"1","Pseudomonas","resinovorans",""
"1","Idiomarina","fontislapidosi",""
"1","Tsukamurella","inchonensis",""
"27","Bacillus","licheniformis",""
"9","Staphylococcus","lugdunensis",""
"1","Terrimonas","ferruginea",""
"3","Bartonella","quintana",""
"1","Shewanella","loihica",""
"2","Lapidilactobacillus","dextrinicus",""
"1","Litorimonas","haliclonae",""
"1","Vibrio","comitans",""
"1","Pseudomonas","palleroniana",""
"1","Zobellia","galactanivorans",""
"1","Pseudoalteromonas","flavipulchra",""
"1","Amycolatopsis","orientalis",""
"1","Fluoribacter","dumoffii",""
"1","Pseudomonas","cannabina",""
"1","Paenisporosarcina","macmurdoensis",""
"1","Cellulomonas","flavigena",""
"1","Legionella","geestiana",""
"12","Mycobacterium","caprae",""
"1","Flavobacterium","chungbukense",""
"1","Flavobacterium","daejeonense",""
"2","Vibrio","anguillarum",""
"1","Eubacterium","minutum",""
"1","Xenorhabdus","doucetiae",""
"1","Nocardia","uniformis",""
"1","Microbacterium","aurantiacum",""
"1","Rhodococcus","percolatus",""
"2","Pseudomonas","rhodesiae",""
"1","Halosimplex","carlsbadense",""
"1","Paenibacillus","pueri",""
"1","Thalassospira","xiamenensis",""
"1","Psychrobacter","pygoscelis",""
"1","Akkermansia","glycaniphila",""
"1","Variovorax","paradoxus",""
"1","Streptococcus","peroris",""
"1","Xanthomonas","cynarae",""
"1","Paraburkholderia","fungorum",""
"1","Endobacter","medicaginis",""
"1","Psychrobacter","lutiphocae",""
"2","Erythrobacter","vulgaris",""
"1","Ligilactobacillus","faecis",""
"1","Nocardia","anaemiae",""
"1","Flexibacter","flexilis",""
"1","Paraburkholderia","sacchari",""
"1","Vibrio","orientalis",""
"11","Vibrio","cholerae","non"
"13","Mycobacterium","kansasii",""
"1","Pseudoxanthomonas","japonensis",""
"1","Leptospira","ellisii",""
"1","Xenorhabdus","eapokensis",""
"9","Serratia","bockelmannii",""
"56","Neisseria","meningitidis",""
"1","Pseudochelatococcus","contaminans",""
"1","Pseudomonas","fuscovaginae",""
"1","Lentilactobacillus","kefiri",""
"1","Roseobacter","litoralis",""
"1","Photorhabdus","thracensis",""
"1","Arthrobacter","russicus",""
"1","Yersinia","aleksiciae",""
"1","Legionella","birminghamensis",""
"1","Asanoa","ishikariensis",""
"1","Corynebacterium","lubricantis",""
"3","Marinobacter","hydrocarbonoclasticus",""
"8","Haemophilus","haemolyticus",""
"1","Brenneria","nigrifluens",""
"1","Lactococcus","cremoris","cremoris"
"1","Kosakonia","sacchari",""
"1","Vibrio","mytili",""
"1","Pseudoalteromonas","espejiana",""
"1","Trichococcus","palustris",""
"5","Brevundimonas","diminuta",""
"1","Minibacterium","massiliensis",""
"1","Aeromonas","salmonicida","pectinolytica"
"1","Lysobacter","xinjiangensis",""
"1","Planomicrobium","alkanoclasticum",""
"1","Azomonas","macrocytogenes",""
"1","Corynebacterium","vitaeruminis",""
"1","Mycolicibacterium","vulneris",""
"1","Giesbergeria","kuznetsovii",""
"1","Rhizobium","jaguaris",""
"1","Paenibacillus","albidus",""
"1","Corynebacterium","mastitidis",""
"1","Deinococcus","cellulosilyticus",""
"1","Pseudonocardia","babensis",""
"1","Staphylococcus","pettenkoferi",""
"1","Nocardia","violaceofusca",""
"1","Limosilactobacillus","secaliphilus",""
"1","Paenibacillus","glycanilyticus",""
"1","Lentilactobacillus","kisonensis",""
"1","Williamsia","marianensis",""
"1","Eggerthella","lenta",""
"1","Alicyclobacillus","pomorum",""
"1","Saccharomonospora","paurometabolica",""
"1","Vibrio","casei",""
"1","Companilactobacillus","mindensis",""
"2","Yersinia","enterocolitica","palearctica"
"1","Variovorax","dokdonensis",""
"2","Arthrobacter","globiformis",""
"1","Staphylococcus","simulans",""
"1","Pseudomonas","peli",""
"1","Comamonas","denitrificans",""
"1","Psychrobacter","fulvigenes",""
"1","Vibrio","hispanicus",""
"1","Nocardia","coubleae",""
"1","Rhodococcus","zopfii",""
"1","Saccharopolyspora","cebuensis",""
"1","Brenneria","alni",""
"1","Giesbergeria","sinuosa",""
"1","Acinetobacter","marinus",""
"1","Pseudomonas","reinekei",""
"1","Bacillus","tropicus",""
"12","Pseudomonas","fluorescens",""
"1","Bacteroides","caccae",""
"1","Aquaspirillum","polymorphum",""
"1","Brevibacterium","oceani",""
"1","Peptoniphilus","harei",""
"1","Reinekea","marinisedimentorum",""
"4","Fructilactobacillus","fructivorans",""
"1","Caballeronia","turbans",""
"3","Lelliottia","nimipressuralis",""
"1","Winkia","neuii","neuii"
"1","Actinomadura","yumaensis",""
"1","Cellulophaga","algicola",""
"2","Morganella","morganii","sibonii"
"1","Alistipes","putredinis",""
"1","Rheinheimera","perlucida",""
"1","Paracoccus","alkenifer",""
"1","Weissella","minor",""
"1","Mucilaginibacter","pineti",""
"1","Halomonas","taeanensis",""
"1","Rathayibacter","caricis",""
"11","Erysipelothrix","rhusiopathiae",""
"1","Zymomonas","mobilis","pomaceae"
"2","Moraxella","caprae",""
"1","Moraxella","porci",""
"3","Yersinia","mollaretii",""
"1","Tetragenococcus","solitarius",""
"1","Burkholderia","ubonensis",""
"1","Sphingobium","cloacae",""
"1","Leifsonia","poae",""
"1","Actinobaculum","suis",""
"1","Paenibacillus","humicus",""
"1","Staphylococcus","lentus",""
"1","Halomonas","organovorans",""
"3","Actinomyces","viscosus",""
"1","Escherichia","albertii",""
"1","Marinobacter","vinifirmus",""
"1","Pseudoalteromonas","fuliginea",""
"1","Corynebacterium","glaucum",""
"1","Pedobacter","heparinus",""
"1","Streptomyces","thermocarboxydovorans",""
"1","Rahnella","bruchi",""
"1","Azospirillum","lipoferum",""
"1","Shewanella","marinintestina",""
"1","Pseudoalteromonas","peptidolytica",""
"1","Leucobacter","albus",""
"1","Streptococcus","halichoeri",""
"1","Desulfonatronum","thiodismutans",""
"1","Limosilactobacillus","antri",""
"1","Flavobacterium","limicola",""
"1","Kitasatospora","putterlickiae",""
"1","Pauljensenia","hongkongensis",""
"1","Leptospira","dzoumogneensis",""
"1","Legionella","nautarum",""
"1","Yersinia","alsatica",""
"1","Celeribacter","neptunius",""
"1","Nocardia","grenadensis",""
"1","Zoogloea","resiniphila",""
"2","Paenibacillus","massiliensis",""
"1","Mycobacterium","avium","silvaticum"
"1","Herminiimonas","aquatilis",""
"1","Actinomadura","glauciflava",""
"1","Legionella","busanensis",""
"1","Nocardia","jejuensis",""
"1","Flavobacterium","ceti",""
"1","Megasphaera","elsdenii",""
"1","Bacillus","luti",""
"1","Pseudomonas","libanensis",""
"1","Pseudomonas","knackmusii",""
"1","Paenibacillus","zanthoxyli",""
"1","Coetzeea","brasiliensis",""
"1","Hydrogenophaga","pseudoflava",""
"2","Burkholderia","thailandensis",""
"1","Cronobacter","dublinensis",""
"1","Natrinema","pellirubrum",""
"4","Bifidobacterium","breve",""
"1","Mycolicibacterium","flavescens",""
"1","Terrabacter","tumescens",""
"1","Nocardia","tenuis",""
"2","Helicobacter","mustelae",""
"1","Pseudoxanthomonas","suwonensis",""
"17","Lactobacillus","jensenii",""
"1","Mannheimia","granulomatis",""
"1","Atopobium","parvulum",""
"1","Brenneria","quercina",""
"5","Shewanella","baltica",""
"2","Segniliparus","rotundus",""
"4","Castellaniella","defragrans",""
"3","Yersinia","frederiksenii",""
"1","Streptomyces","viridiflavus",""
"1","Xenorhabdus","japonica",""
"1","Aurantimonas","coralicida",""
"1","Moraxella","equi",""
"1","Oceanobacter","kriegii",""
"1","Halomonas","pantelleriensis",""
"1","Flavobacterium","indicum",""
"1","Vibrio","nereis",""
"1","Flavobacterium","hibernum",""
"1","Lactobacillus","ultunensis",""
"1","Paraburkholderia","hospita",""
"2","Simplicispira","metamorpha",""
"1","Actinomadura","macra",""
"1","Pseudorhodobacter","ferrugineus",""
"1","Fictibacillus","arsenicus",""
"1","Alkalihalobacillus","oshimensis",""
"1","Kitasatospora","cineracea",""
"1","Streptococcus","criceti",""
"1","Haemophilus","piscium",""
"1","Asticcacaulis","excentricus",""
"1","Tatumella","terrea",""
"1","Zimmermannella","alba",""
"1","Aequorivita","lipolytica",""
"2","Comamonas","aquatica",""
"1","Streptococcus","gallinaceus",""
"1","Brachybacterium","nesterenkovii",""
"1","Owenweeksia","hongkongensis",""
"2","Erythrobacter","citreus",""
"3","Burkholderia","gladioli",""
"1","Streptobacillus","notomytis",""
"1","Lentibacillus","salarius",""
"1","Bacillus","clarkii",""
"1","Psychrobacter","pacificensis",""
"1","Nesterenkonia","lacusekhoensis",""
"1","Komagataeibacter","rhaeticus",""
"1","Flavobacterium","haoranii",""
"1","Caldanaerobacter","subterraneus","subterraneus"
"1","Enterococcus","phoeniculicola",""
"12","Lactobacillus","delbrueckii","bulgaricus"
"81","Acinetobacter","baumannii",""
"1","Limnobacter","thiooxidans",""
"1","Bacillus","frigoritolerans",""
"1","Clostridium","tunisiense",""
"1","Sporolactobacillus","spathodeae",""
"1","Shewanella","hafniensis",""
"16","Yersinia","enterocolitica",""
"1","Paenarthrobacter","nicotinovorans",""
"1","Psychrobacter","celer",""
"1","Caballeronia","sordidicola",""
"1","Brevibacterium","massiliense",""
"1","Salimicrobium","album",""
"1","Corynebacterium","hansenii",""
"1","Mycoplasmopsis","meleagridis",""
"1","Marinobacter","salicampi",""
"1","Alkalibacterium","psychrotolerans",""
"1","Microbacterium","barkeri",""
"1","Gulosibacter","faecalis",""
"1","Tetrasphaera","elongata",""
"1","Staphylococcus","saccharolyticus",""
"9","Mannheimia","haemolytica",""
"3","Actinomyces","graevenitzii",""
"6","Enterococcus","gallinarum",""
"1","Isoptericola","hypogeus",""
"1","Neisseria","animalis",""
"1","Halomonas","campaniensis",""
"1","Shewanella","denitrificans",""
"1","Pseudomonas","argentinensis",""
"1","Sphingomonas","haloaromaticamans",""
"1","Tsukamurella","soli",""
"11","Rhodococcus","fascians",""
"1","Actinokineospora","enzanensis",""
"1","Luteococcus","peritonei",""
"1","Microbacterium","invictum",""
"2","Acidipropionibacterium","jensenii",""
"1","Ochrobactrum","pseudintermedium",""
"1","Rhodococcus","maanshanensis",""
"1","Mycobacterium","grossiae",""
"1","Rhodobacter","vinaykumarii",""
"5","Campylobacter","sputorum","fecalis"
"1","Campylobacter","lanienae",""
"1","Rhizobium","metallidurans",""
"1","Agreia","pratensis",""
"1","Flavobacterium","xanthum",""
"8","Enterococcus","casseliflavus",""
"1","Acidipropionibacterium","thoenii","pb"
"1","Chryseobacterium","soli",""
"1","Trichococcus","patagoniensis",""
"1","Leptospira","neocaledonica",""
"1","Bartonella","vinsonii","berkhoffii"
"1","Paenibacillus","timonensis",""
"3","Porphyrobacter","neustonensis",""
"1","Salinivibrio","costicola","vallismortis"
"1","Trueperella","bonasi",""
"1","Aerococcus","urinaehominis",""
"2","Mycobacterium","celatum",""
"1","Corynebacterium","spheniscorum",""
"1","Roseomonas","gilardii","gilardii"
"1","Pragia","fontium",""
"1","Peribacillus","gossypii",""
"1","Mycoplasmopsis","primatum",""
"2","Neisseria","flavescens",""
"1","Oceanobacillus","gochujangensis",""
"1","Nocardia","acidovorans",""
"12","Citrobacter","koseri",""
"1","Marmoricola","aurantiacus",""
"4","Rhizobium","rhizogenes",""
"1","Colwellia","hornerae",""
"1","Cupriavidus","campinensis",""
"1","Gordonia","sihwensis",""
"1","Ignatzschineria","larvae",""
"1","Buttiauxella","noackiae",""
"3","Enterobacter","hormaechei",""
"1","Actinobacillus","scotiae",""
"11","Acinetobacter","johnsonii",""
"1","Arcobacter","canalis",""
"1","Mycobacteroides","chelonae",""
"1","Nonomuraea","roseoviolacea","carminata"
"1","Paeniglutamicibacter","gangotriensis",""
"1","Xanthobacter","viscosus",""
"1","Novosphingobium","taihuense",""
"1","Chryseobacterium","taiwanense",""
"1","Streptomyces","mobaraensis",""
"1","Eggerthia","catenaformis",""
"1","Bifidobacterium","pseudolongum","pseudolongum"
"1","Caballeronia","catudaia",""
"1","Pseudomonas","benzenivorans",""
"1","Flavobacterium","phragmitis",""
"1","Alysiella","filiformis",""
"1","Rubrimonas","cliftonensis",""
"14","Staphylococcus","haemolyticus",""
"1","Actinomyces","catuli",""
"1","Corynebacterium","segmentosum",""
"1","Mycoplasma","mycoides","capri"
"2","Rhizobium","viscosum",""
"1","Cupriavidus","laharis",""
"2","Roseovarius","tolerans",""
"1","Legionella","cherrii",""
"4","Providencia","rustigianii",""
"1","Avibacterium","endocarditidis",""
"1","Streptomyces","bacillaris",""
"1","Nocardiopsis","salina",""
"1","Levilactobacillus","hammesii",""
"1","Gracilibacillus","dipsosauri",""
"14","Actinobacillus","ureae",""
"1","Photorhabdus","caribbeanensis",""
"2","Glutamicibacter","nicotianae",""
"1","Nonomuraea","coxensis",""
"30","Leptospira","kirschneri",""
"1","Bacillus","cytotoxicus",""
"1","Aeromicrobium","marinum",""
"1","Haemophilus","actinomycetemcomitans",""
"1","Bogoriella","caseilytica",""
"2","Streptococcus","parauberis",""
"1","Amaricoccus","veronensis",""
"11","Bacteroides","fragilis",""
"1","Rhodocista","pekingensis",""
"1","Kingella","potus",""
"1","Mycobacterium","colombiense",""
"8","Mycolicibacterium","aurum",""
"1","Bordetella","tumulicola",""
"1","Niabella","aurantiaca",""
"1","Asaia","siamensis",""
"1","Rhodospirillum","rubrum",""
"2","Bacillus","funiculus",""
"1","Microbulbifer","hydrolyticus",""
"2","Brevibacillus","borstelensis",""
"1","Mycolicibacterium","elephantis",""
"1","Bacillus","bingmayongensis",""
"1","Marinomonas","aquimarina",""
"1","Arsenicicoccus","bolidensis",""
"1","Paracoccus","haematequi",""
"1","Atopococcus","tabaci",""
"2","Neisseria","canis",""
"4","Halomonas","phocea",""
"1","Arsenophonus","nasoniae",""
"1","Aromatoleum","alkani",""
"3","Comamonas","testosteroni",""
"1","Cupriavidus","pinatubonensis",""
"1","Campylobacter","lari","lari"
"2","Mycobacterium","bohemicum",""
"1","Thiomonas","perometabolis",""
"1","Peribacillus","simplex",""
"7","Aeromonas","hydrophila","hydrophila"
"7","Aeromonas","salmonicida","salmonicida"
"1","Aerococcus","christensenii",""
"1","Bartonella","alsatica",""
"2","Photobacterium","leiognathi",""
"1","Massilia","aurea",""
"1","Microbacterium","lemovicicum",""
"1","Vibrio","diazotrophicus",""
"1","Pseudonocardia","spinosispora",""
"1","Rhizobium","mayense",""
"1","Arcicella","aquatica",""
"1","Dichelobacter","nodosus",""
"1","Acinetobacter","kookii",""
"1","Mesorhizobium","loti",""
"1","Salmonella","enterica","indica"
"1","Exiguobacterium","enclense",""
"1","Streptomyces","yunnanensis",""
"1","Novosphingobium","tardaugens",""
"1","Microbacterium","xylanilyticum",""
"6","Pantoea","agglomerans",""
"2","Anaerococcus","vaginalis",""
"1","Arenibacter","latericius",""
"1","Halobacillus","blutaparonensis",""
"5","Pseudomonas","mendocina",""
"1","Undibacterium","pigrum",""
"1","Bartonella","koehlerae",""
"1","Myxococcus","flavescens",""
"1","Ensifer","terangae",""
"5","Yersinia","aldovae",""
"1","Brevundimonas","vesicularis",""
"1","Kingella","oralis",""
"1","Chryseobacterium","marinum",""
"1","Streptomyces","decoyicus",""
"1","Mycolicibacterium","aichiense",""
"1","Coenonia","anatina",""
"6","Streptococcus","gallolyticus","pasteurianus"
"1","Caballeronia","calidae",""
"3","Burkholderia","tropicalis",""
"3","Staphylococcus","cohnii","urealyticum"
"1","Neisseria","wadsworthii",""
"1","Roseomonas","gilardii","rosea"
"6","Methylophaga","thalassica",""
"1","Nocardia","neocaledoniensis",""
"1","Actinomadura","namibiensis",""
"1","Sphingobium","amiense",""
"1","Micromonospora","schwarzwaldensis",""
"1","Rhizobium","tropici",""
"2","Sphingopyxis","terrae",""
"1","Catenulispora","acidiphila",""
"9","Campylobacter","sputorum","sputorum"
"1","Sphingomonas","mucosissima",""
"2","Rhodobacter","sphaeroides",""
"1","Maritimibacter","alkaliphilus",""
"1","Actinomadura","rugatobispora",""
"1","Nisaea","nitritireducens",""
"1","Paenibacillus","rhizosphaerae",""
"2","Aeromonas","encheleia",""
"1","Actinomyces","dentalis",""
"1","Flavobacterium","resistens",""
"1","Mycoplasma","todarodis",""
"2","Salinivibrio","costicola","costicola"
"2","Klebsiella","michiganensis",""
"1","Streptomyces","albus",""
"1","Streptomyces","exfoliatus",""
"1","Gordonia","malaquae",""
"1","Bacillus","safensis",""
"1","Pseudomonas","poae",""
"1","Leuconostoc","rapi",""
"1","Psychromonas","aquatilis",""
"1","Lactobacillus","vaccinostercus",""
"1","Halomonas","sulfidaeris",""
"3","Macrococcus","bovicus",""
"1","Sphingomonas","trueperi",""
"19","Acinetobacter","lwoffii",""
"1","Pseudoduganella","danionis",""
"1","Sphingomonas","sanxanigenens",""
"1","Mycolicibacterium","confluentis",""
"13","Citrobacter","youngae",""
"1","Solitalea","canadensis",""
"1","Pseudomonas","sp.",""
"17","Cutibacterium","avidum",""
"1","Micromonospora","iyonensis",""
"1","Legionella","pneumophila",""
"1","Rhizobium","mongolense",""
"1","Halorubrum","trapanicum",""
"1","Suttonella","ornithocola",""
"1","Chryseobacterium","oranimense",""
"1","Methylorubrum","rhodinum",""
"1","Pedobacter","sandarakinus",""
"1","Borrelia","bissettii",""
"1","Brucella","cytisi",""
"1","Sphingobium","herbicidovorans",""
"1","Herbaspirillum","species",""
"1","Nonlabens","ulvanivorans",""
"1","Deinococcus","radiodurans",""
"114","Enterococcus","faecalis",""
"2","Gulosibacter","bifidus",""
"1","Arthrobacter","tumbae",""
"1","Gluconacetobacter","azotocaptans",""
"1","Sphingomonas","japonica",""
"1","Halorubrum","sodomense",""
"1","Mycobacterium","kubicae",""
"1","Enterococcus","hermanniensis",""
"1","Sphingopyxis","witflariensis",""
"1","Zhouia","amylolytica",""
"1","Flavobacterium","saliperosum",""
"1","Elizabethkingia","bruuniana",""
"14","Streptococcus","suis",""
"1","Moritella","marina",""
"2","Clostridium","chauvoei",""
"1","Ammoniphilus","oxalaticus",""
"1","Lentilactobacillus","parakefiri",""
"1","Alcaligenes","faecalis","phenolicus"
"1","Facklamia","miroungae",""
"3","Janthinobacterium","agaricidamnosum",""
"1","Psychrobacter","adeliensis",""
"1","Pseudomonas","chlororaphis","piscium"
"1","Streptococcus","ictaluri",""
"1","Alterococcus","agarolyticus",""
"1","Flavobacterium","psychrolimnae",""
"1","Hallella","seregens",""
"1","Albibacter","helveticus",""
"10","Lactobacillus","salivarius",""
"4","Helicobacter","cinaedi",""
"1","Micromonospora","coriariae",""
"2","Modicisalibacter","tunisiensis",""
"1","Sinomonas","atrocyanea",""
"1","Bacillus","cibi",""
"1","Alteromonas","gracilis",""
"1","Nocardia","paucivorans",""
"1","Sphingomonas","yunnanensis",""
"2","Erysipelothrix","tonsillarum",""
"1","Alicycliphilus","denitrificans",""
"1","Actinobacillus","arthritidis",""
"1","Salirhabdus","euzebyi",""
"1","Caldimonas","manganoxidans",""
"1","Legionella","worsleiensis",""
"1","Paraburkholderia","phenazinium",""
"4","Comamonas","terrigena",""
"116","Bordetella","pertussis",""
"2","Vibrio","furnissii",""
"7","Lactobacillus","acidipiscis",""
"2","Paracoccus","pantotrophus",""
"3","Comamonas","kerstersii",""
"1","Salegentibacter","flavus",""
"1","Chitinimonas","koreensis",""
"1","Bacillus","siralis",""
"3","Aeromonas","sobria",""
"1","Amycolatopsis","australiensis",""
"44","Bacillus","alvei",""
"1","Nocardia","cerradoensis",""
"2","Staphylococcus","carnosus","utilis"
"1","Aeromonas","rivuli",""
"1","Bacillus","thuringiensis","jegathesan"
"1","Kaistia","adipata",""
"1","Segetibacter","koreensis",""
"4","Neisseria","sicca",""
"1","Idiomarina","seosinensis",""
"1","Actinobaculum","timonae",""
"3","Sphingobium","indicum",""
"1","Paraferrimonas","sedimenticola",""
"1","Staphylococcus","condimenti",""
"11","Vibrio","alginolyticus",""
"2","Virgibacillus","pantothenticus",""
"1","Prevotella","corporis",""
"1","Aequorivita","vladivostokensis",""
"1","Legionella","israelensis",""
"1","Lysobacter","ximonensis",""
"8","Cellulosimicrobium","cellulans",""
"1","Microbacterium","keratanolyticum",""
"1","Vagococcus","carniphilus",""
"1","Staphylococcus","schleiferi","schleiferi"
"1","Microbacterium","hydrocarbonoxydans",""
"1","Budvicia","aquatica",""
"1","Mycobacterium","barrassiae",""
"1","Yersinia","pekkanenii",""
"1","Desemzia","incerta",""
"1","Yersinia","kristensenii","kristensenii"
"3","Cutibacterium","acnes","defendens"
"1","Brevundimonas","variabilis",""
"4","Streptococcus","mutans",""
"1","Rothia","aerolata",""
"1","Acinetobacter","kyonggiensis",""
"1","Microbacterium","natoriense",""
"21","Leptospira","noguchii",""
"1","Streptomyces","fulvissimus",""
"1","Sporanaerobacter","acetigenes",""
"1","Dyadobacter","jiangsuensis",""
"1","Bacillus","horikoshii",""
"1","Aeromonas","salmonicida","smithia"
"1","Shewanella","violacea",""
"18","Rhizobium","radiobacter",""
"1","Xenorhabdus","vietnamensis",""
"1","Nonomuraea","turkmeniaca",""
"1","Acetobacter","aceti","aceti"
"1","Pediococcus","cellicola",""
"10","Bibersteinia","trehalosi",""
"2","Bartonella","rattimassiliensis",""
"2","Erwinia","persicina",""
"1","Acidipropionibacterium","microaerophilum",""
"2","Negativicoccus","succinicivorans",""
